PLANET,MASS,RADIUS,PERIOD,ECC,OMEGA,THZC,THZO,TEQA,TEQB,TEQC,TEQD,OHZIN,CHZIN,CHZOUT,OHZOUT
HD 188015 b                   ,  1.500,       ,    461.2,0.137,222.0,100.0,100.0, 328.9, 276.6, 286.6, 241.0,  0.770,  0.975,  1.721,  1.815
HD 189567 b                   ,  0.027,       ,     14.3,0.189, 90.0,  0.0,  0.0,1330.5,1118.8,1098.9, 924.0,  1.094,  1.385,  2.446,  2.580
HD 189567 c                   ,  0.022,       ,     33.7,0.160,219.0,  0.0,  0.0, 981.4, 825.2, 835.1, 702.2,  1.094,  1.385,  2.446,  2.580
HD 189733 b                   ,  1.130,  1.130,      2.2,0.000, 90.0,  0.0,  0.0,1430.0,1202.5,1430.0,1202.5,  0.448,  0.568,  1.025,  1.081
HD 190007 b                   ,  0.049,       ,     11.7,0.136,  2.3,  0.0,  0.0, 806.5, 678.2, 703.4, 591.4,  0.378,  0.478,  0.880,  0.928
HD 190360 b                   ,  1.800,       ,   2854.0,0.340, 19.9,  0.0,  0.0, 214.3, 180.2, 150.4, 126.5,  0.820,  1.038,  1.843,  1.944
HD 190360 c                   ,  0.060,       ,     17.1,0.237,  5.0,  0.0,  0.0,1091.1, 917.5, 856.9, 720.6,  0.821,  1.040,  1.846,  1.947
HD 190647 b                   ,  1.985,       ,   1176.4,0.224,219.5, 43.1, 51.3, 289.1, 243.1, 230.2, 193.6,  0.997,  1.263,  2.235,  2.357
HD 190984 b                   ,  3.100,       ,   4885.0,0.570,318.0,  6.7,  8.3, 275.9, 232.0, 144.4, 121.4,  1.216,  1.540,  2.701,  2.849
HD 191939 b                   ,  0.031,  0.304,      8.9,0.031,  5.0,  0.0,  0.0,1065.5, 896.0,1033.0, 868.6,  0.620,  0.786,  1.404,  1.481
HD 191939 c                   ,  0.025,  0.285,     28.6,0.034,270.0,  0.0,  0.0, 722.9, 607.9, 698.8, 587.6,  0.620,  0.786,  1.404,  1.481
HD 191939 d                   ,  0.009,  0.267,     38.4,0.031, 15.0,  0.0,  0.0, 654.3, 550.2, 634.4, 533.4,  0.620,  0.786,  1.404,  1.481
HD 191939 e                   ,  0.353,       ,    101.1,0.031,230.0,  0.0,  0.0, 473.6, 398.2, 459.1, 386.1,  0.620,  0.786,  1.404,  1.481
HD 191939 f                   ,  2.880,       ,   2898.0,0.000, 90.0,  0.0,  0.0, 154.4, 129.8, 154.4, 129.8,  0.620,  0.786,  1.404,  1.481
HD 191939 g                   ,  0.042,       ,    284.0,0.030, 18.0,100.0,100.0, 335.1, 281.8, 325.2, 273.5,  0.620,  0.786,  1.404,  1.481
HD 192263 b                   ,  0.560,       ,     24.4,0.050, 90.0,  0.0,  0.0, 650.2, 546.7, 618.4, 520.0,  0.431,  0.545,  0.988,  1.042
HD 192310 b                   ,  0.053,       ,     74.7,0.130,173.0,  0.0,  0.0, 494.5, 415.8, 433.9, 364.9,  0.482,  0.611,  1.098,  1.158
HD 192310 c                   ,  0.076,       ,    525.8,0.320,110.0, 33.1, 37.9, 291.3, 244.9, 209.1, 175.8,  0.482,  0.611,  1.098,  1.158
HD 192699 b                   ,  2.096,       ,    340.9,0.082, 87.0,  0.0,  0.0, 614.4, 516.7, 566.0, 475.9,  2.625,  3.325,  6.007,  6.336
HD 195019 b                   ,  3.980,       ,     18.2,0.010, 90.0,  0.0,  0.0,1077.5, 906.1,1066.8, 897.1,  1.103,  1.396,  2.464,  2.599
HD 196067 b                   ,  6.900,       ,   3638.0,0.660,148.2, 11.0, 15.1, 352.4, 296.3, 159.5, 134.1,  1.429,  1.810,  3.173,  3.347
HD 19615 b                    ,  8.500,       ,    402.0,0.200,279.0,  0.0,  0.0,1501.5,1262.6,1226.0,1030.9, 14.570, 18.455, 34.514, 36.404
HD 196885 A b                 ,  2.580,       ,   1333.0,0.480, 78.0, 27.8, 42.5, 371.3, 312.2, 220.1, 185.1,  1.129,  1.430,  2.495,  2.632
HD 197037 b                   ,  0.790,       ,   1035.7,0.220,298.0, 39.9, 47.7, 291.0, 244.7, 232.7, 195.7,  0.915,  1.158,  2.025,  2.136
HD 20003 b                    ,  0.037,       ,     11.8,0.360,267.3,  0.0,  0.0,1222.1,1027.6, 838.3, 704.9,  0.648,  0.820,  1.458,  1.538
HD 20003 c                    ,  0.045,       ,     33.9,0.100, 53.3,  0.0,  0.0, 725.7, 610.3, 656.4, 552.0,  0.648,  0.820,  1.458,  1.538
HD 200964 b                   ,  1.599,       ,    606.3,0.087,133.0,  0.0,  0.0, 530.1, 445.7, 485.8, 408.5,  2.868,  3.633,  6.580,  6.940
HD 200964 c                   ,  1.214,       ,    852.5,0.243,301.0,  0.0,  0.0, 520.2, 437.4, 405.9, 341.3,  2.868,  3.633,  6.580,  6.940
HD 202206 c                   , 17.900,       ,   1260.0,0.220,280.0,  0.0,  0.0, 245.9, 206.8, 196.6, 165.3,  0.778,  0.986,  1.739,  1.834
HD 202696 b                   ,  1.996,       ,    517.8,0.011,201.6,  0.0,  0.0, 585.4, 492.2, 579.0, 486.9,  3.782,  4.790,  8.655,  9.129
HD 202696 c                   ,  1.864,       ,    946.6,0.028,136.8,  0.0,  0.0, 482.8, 406.0, 469.5, 394.8,  3.782,  4.790,  8.655,  9.129
HD 202772 A b                 ,  1.017,  1.545,      3.3,0.038, 98.0,  0.0,  0.0,2588.4,2176.6,2491.8,2095.4,  2.228,  2.822,  4.922,  5.192
HD 20329 b                    ,  0.023,  0.153,      0.9,0.000, 90.0,  0.0,  0.0,2539.8,2135.7,2539.8,2135.7,  0.803,  1.017,  1.803,  1.901
HD 2039 b                     ,  6.290,       ,   1120.0,0.710, 90.0, 14.8, 20.6, 465.5, 391.5, 191.7, 161.2,  0.936,  1.186,  2.082,  2.196
HD 204941 b                   ,  0.230,       ,   1733.0,0.370, 90.0,  0.0,  0.0, 200.8, 168.8, 136.2, 114.5,  0.462,  0.585,  1.058,  1.115
HD 205739 b                   ,  1.370,       ,    279.8,0.270,301.0,  0.0, 19.9, 503.9, 423.7, 382.0, 321.2,  1.109,  1.404,  2.454,  2.588
HD 206610 b                   ,  2.036,       ,    673.2,0.100,334.0,  0.0,  0.0, 548.8, 461.5, 496.4, 417.4,  3.392,  4.296,  7.826,  8.254
HD 207496 b                   ,  0.019,  0.201,      6.4,0.231, 57.0,  0.0,  0.0,1101.7, 926.4, 870.8, 732.2,  0.423,  0.535,  0.976,  1.029
HD 20781 b                    ,  0.006,       ,      5.3,0.100, 84.0,  0.0,  0.0,1270.1,1068.0,1148.8, 966.0,  0.541,  0.686,  1.229,  1.296
HD 20781 c                    ,  0.017,       ,     13.9,0.090,  7.4,  0.0,  0.0, 916.8, 771.0, 837.7, 704.4,  0.541,  0.686,  1.229,  1.296
HD 20781 d                    ,  0.033,       ,     29.2,0.110, 61.0,  0.0,  0.0, 723.8, 608.7, 648.1, 545.0,  0.541,  0.686,  1.229,  1.296
HD 20781 e                    ,  0.044,       ,     85.5,0.060, 70.6,  0.0,  0.0, 492.1, 413.8, 463.4, 389.7,  0.541,  0.686,  1.229,  1.296
HD 20782 b                    ,  1.488,       ,    597.1,0.950,143.6, 22.6, 30.6,1348.3,1133.8, 215.9, 181.5,  0.848,  1.075,  1.895,  1.999
HD 207832 b                   ,  0.560,       ,    160.1,0.197,  1.0,  0.0, 31.3, 453.2, 381.1, 371.2, 312.2,  0.663,  0.840,  1.484,  1.565
HD 207832 c                   ,  0.730,       ,   1155.7,0.270,121.6,  0.0,  6.5, 250.1, 210.3, 189.6, 159.4,  0.662,  0.839,  1.482,  1.563
HD 207897 b                   ,  0.047,  0.209,     16.2,0.000, 90.0,  0.0,  0.0, 759.8, 638.9, 759.8, 638.9,  0.480,  0.608,  1.095,  1.155
HD 20794 b                    ,  0.007,       ,     18.3,0.064, 90.0,  0.0,  0.0, 879.1, 739.2, 824.5, 693.4,  0.637,  0.807,  1.440,  1.519
HD 20794 d                    ,  0.009,       ,     89.7,0.077, 90.0,  0.0,  0.0, 521.3, 438.4, 482.6, 405.8,  0.637,  0.807,  1.440,  1.519
HD 20794 f                    ,  0.018,       ,    647.6,0.450, 90.0, 32.2, 44.9, 349.4, 293.8, 215.2, 181.0,  0.637,  0.807,  1.440,  1.519
HD 208487 b                   ,  0.520,       ,    130.1,0.240,113.0,  0.0,  0.0, 602.8, 506.9, 471.9, 396.9,  0.973,  1.232,  2.158,  2.276
HD 208527 b                   ,  9.900,       ,    875.5,0.080,278.0,  0.0,  0.0,1189.8,1000.5,1098.1, 923.4, 20.204, 25.591, 48.398, 51.048
HD 20868 b                    ,  1.250,       ,    380.9,0.750, 90.0, 16.0, 21.8, 492.5, 414.2, 186.2, 156.5,  0.415,  0.526,  0.959,  1.012
HD 208897 b                   ,  1.194,       ,    358.3,0.020,246.5,  0.0,  0.0, 607.8, 511.1, 595.7, 501.0,  2.765,  3.502,  6.375,  6.724
HD 209458 b                   ,  0.730,  1.390,      3.5,0.000, 90.0,  0.0,  0.0,1728.8,1453.7,1728.8,1453.7,  0.974,  1.234,  2.160,  2.278
HD 210277 b                   ,  1.290,       ,    442.2,0.480, 90.0, 75.3, 85.7, 428.5, 360.3, 254.0, 213.6,  0.748,  0.948,  1.683,  1.776
HD 210702 b                   ,  1.515,       ,    355.5,0.071,112.4,  0.0,  0.0, 600.4, 504.9, 559.2, 470.2,  2.591,  3.281,  5.960,  6.286
HD 211403 b                   ,  5.540,       ,    223.8,0.084,190.0,  0.0,  0.0, 470.9, 396.0, 432.9, 364.0,  1.036,  1.312,  2.288,  2.413
HD 211810 b                   ,  0.670,       ,   1558.0,0.680, 98.0, 10.6, 17.1, 374.1, 314.5, 163.3, 137.3,  0.820,  1.038,  1.837,  1.938
HD 212301 b                   ,  0.510,       ,      2.2,0.000, 90.0,  0.0,  0.0,2224.4,1870.5,2224.4,1870.5,  0.987,  1.251,  2.182,  2.302
HD 212771 b                   ,  2.390,       ,    380.7,0.076, 29.0,  0.0,  0.0, 628.0, 528.1, 581.9, 489.4,  3.095,  3.921,  7.095,  7.483
HD 213240 b                   ,  5.580,       ,    882.7,0.420, 90.0, 67.4, 90.1, 402.3, 338.3, 257.1, 216.2,  1.199,  1.519,  2.665,  2.811
HD 213472 b                   ,  3.500,       ,  17000.0,0.530, 37.2,  0.0,  0.0, 159.1, 133.8,  88.2,  74.2,  1.062,  1.345,  2.374,  2.504
HD 213885 b                   ,  0.028,  0.156,      1.0,0.000, 90.0,  0.0,  0.0,2529.1,2126.7,2529.1,2126.7,  0.870,  1.102,  1.933,  2.039
HD 213885 c                   ,  0.063,       ,      4.8,0.000, 90.0,  0.0,  0.0,1505.3,1265.8,1505.3,1265.8,  0.870,  1.102,  1.933,  2.039
HD 215152 b                   ,  0.006,       ,      5.8,0.000, 90.0,  0.0,  0.0,1007.0, 846.8,1007.0, 846.8,  0.419,  0.530,  0.962,  1.015
HD 215152 c                   ,  0.005,       ,      7.3,0.000, 90.0,  0.0,  0.0, 931.3, 783.1, 931.3, 783.1,  0.419,  0.530,  0.962,  1.015
HD 215152 d                   ,  0.009,       ,     10.9,0.000, 90.0,  0.0,  0.0, 815.0, 685.3, 815.0, 685.3,  0.419,  0.530,  0.962,  1.015
HD 215152 e                   ,  0.009,       ,     25.2,0.000, 90.0,  0.0,  0.0, 615.7, 517.7, 615.7, 517.7,  0.419,  0.530,  0.962,  1.015
HD 21520 b                    ,  0.056,  0.241,     25.1,0.000, 90.0,  0.0,  0.0, 828.1, 696.4, 828.1, 696.4,  0.805,  1.020,  1.794,  1.892
HD 215497 b                   ,  0.020,       ,      3.9,0.160, 90.0,  0.0,  0.0,1318.1,1108.3,1121.6, 943.2,  0.518,  0.656,  1.183,  1.247
HD 216435 b                   ,  1.260,       ,   1311.0,0.070,100.0,100.0,100.0, 280.2, 235.6, 261.2, 219.7,  1.262,  1.598,  2.803,  2.956
HD 216520 b                   ,  0.032,       ,     35.5,0.090,220.9,  0.0,  0.0, 601.6, 505.8, 549.6, 462.2,  0.463,  0.587,  1.057,  1.115
HD 216520 c                   ,  0.030,       ,    154.4,0.120,198.1, 13.9,100.0, 374.6, 315.0, 332.1, 279.2,  0.463,  0.587,  1.057,  1.115
HD 216536 b                   ,  1.050,       ,    148.6,0.380, 90.0,  0.0,  0.0,1356.0,1140.3, 908.9, 764.3,  5.043,  6.388, 11.738, 12.381
HD 216770 b                   ,  0.570,       ,    118.4,0.370, 90.0,  0.0, 12.5, 554.5, 466.3, 376.0, 316.2,  0.623,  0.789,  1.408,  1.485
HD 21693 b                    ,  0.026,       ,     22.7,0.120,269.0,  0.0,  0.0, 821.4, 690.7, 728.1, 612.3,  0.603,  0.764,  1.361,  1.435
HD 21693 c                    ,  0.055,       ,     53.7,0.070,342.7,  0.0,  0.0, 599.3, 504.0, 558.8, 469.9,  0.603,  0.764,  1.361,  1.435
HD 217107 b                   ,  1.300,       ,      7.1,0.130, 90.0,  0.0,  0.0,1287.3,1082.5,1129.5, 949.8,  0.796,  1.009,  1.786,  1.884
HD 217107 c                   ,  2.600,       ,   4270.0,0.517,198.6,  0.0,  0.0, 218.6, 183.8, 123.3, 103.7,  0.850,  1.076,  1.909,  2.014
HD 21749 c                    ,  0.012,  0.080,      7.8,0.000, 90.0,  0.0,  0.0, 846.4, 711.8, 846.4, 711.8,  0.361,  0.457,  0.840,  0.886
HD 218566 b                   ,  0.200,       ,    225.7,0.300, 90.0, 77.1,100.0, 359.8, 302.5, 264.0, 222.0,  0.452,  0.572,  1.047,  1.105
HD 219134 b                   ,  0.015,  0.143,      3.1,0.000,  0.0,  0.0,  0.0,1206.7,1014.7,1206.7,1014.7,  0.408,  0.517,  0.948,  1.000
HD 219134 c                   ,  0.014,  0.135,      6.8,0.062, 70.0,  0.0,  0.0, 959.9, 807.2, 902.1, 758.6,  0.408,  0.517,  0.948,  1.000
HD 219134 d                   ,  0.051,  0.144,     46.9,0.138,173.0,  0.0,  0.0, 525.6, 442.0, 457.4, 384.7,  0.408,  0.517,  0.948,  1.000
HD 219134 f                   ,  0.023,  0.117,     22.7,0.148, 81.0,  0.0,  0.0, 672.9, 565.8, 579.7, 487.4,  0.408,  0.517,  0.948,  1.000
HD 219134 g                   ,  0.034,       ,     94.2,0.000,  0.0,  0.0,  0.0, 403.4, 339.3, 403.4, 339.3,  0.438,  0.555,  1.007,  1.062
HD 219134 h                   ,  0.340,       ,   2247.0,0.060,215.0,  0.0,  0.0, 144.6, 121.6, 136.1, 114.5,  0.438,  0.555,  1.007,  1.062
HD 219139 b                   ,  0.780,       ,    275.5,0.110,318.0,  0.0,  0.0,1017.5, 855.6, 911.1, 766.1,  6.231,  7.893, 14.383, 15.171
HD 219415 b                   ,  1.000,       ,   2093.3,0.400,207.0, 43.2, 58.7, 341.6, 287.2, 223.6, 188.0,  1.612,  2.042,  3.723,  3.927
HD 219666 b                   ,       ,  0.378,      6.0,0.000, 90.0,  0.0,  0.0, 997.3, 838.6, 997.3, 838.6,  0.718,  0.910,  1.616,  1.704
HD 220074 b                   , 16.640,       ,    672.1,0.140, 90.0,  0.0,  0.0,1371.8,1153.5,1191.5,1001.9, 19.222, 24.347, 46.619, 49.172
HD 220197 b                   ,  0.200,       ,   1728.0,0.187,159.0,  0.0,  0.0, 216.6, 182.1, 179.2, 150.7,  0.716,  0.907,  1.603,  1.691
HD 220689 b                   ,  1.118,       ,   2266.4,0.054,112.8,  0.0,  0.0, 195.7, 164.6, 185.4, 155.9,  0.835,  1.057,  1.858,  1.959
HD 220773 b                   ,  1.450,       ,   3724.7,0.510,259.0,  0.0,  3.7, 254.5, 214.0, 145.0, 121.9,  1.062,  1.345,  2.363,  2.492
HD 220842 b                   ,  3.180,       ,    218.5,0.404,225.1,  0.0,  0.0, 594.4, 499.8, 387.3, 325.6,  1.054,  1.335,  2.344,  2.472
HD 221287 b                   ,  3.090,       ,    456.1,0.080, 98.0, 73.9,100.0, 350.6, 294.8, 323.6, 272.1,  0.937,  1.186,  2.068,  2.181
HD 221416 b                   ,  0.190,  0.836,     14.3,0.115,254.0,  0.0,  0.0,1513.6,1272.8,1348.5,1133.9,  1.771,  2.243,  4.046,  4.268
HD 221585 b                   ,  1.610,       ,   1173.0,0.123,353.2,100.0,100.0, 296.9, 249.7, 262.4, 220.6,  1.231,  1.559,  2.762,  2.913
HD 222076 b                   ,  1.560,       ,    871.0,0.080,241.0,  0.0,  0.0, 435.9, 366.5, 402.3, 338.3,  2.304,  2.918,  5.323,  5.615
HD 222155 b                   ,  2.120,       ,   3999.0,0.160, 90.0,  0.0,  0.0, 214.0, 179.9, 182.1, 153.1,  1.358,  1.720,  3.040,  3.207
HD 222237 b                   ,  5.190,       ,  14892.0,0.560,  2.6,  0.0,  0.0, 105.3,  88.5,  55.9,  47.0,  0.380,  0.482,  0.881,  0.929
HD 222582 b                   ,  8.370,       ,    572.4,0.730, 90.0, 31.4, 43.4, 586.7, 493.3, 231.8, 194.9,  0.851,  1.078,  1.901,  2.005
HD 224693 b                   ,  0.700,       ,     26.7,0.104,358.0,  0.0,  0.0,1137.5, 956.5,1024.8, 861.7,  1.504,  1.905,  3.350,  3.533
HD 22496 b                    ,  0.018,       ,      5.1,0.000, 90.0,  0.0,  0.0, 746.2, 627.5, 746.2, 627.5,  0.208,  0.263,  0.489,  0.516
HD 22532 b                    ,  2.120,       ,    872.6,0.030,169.1,  0.0,  0.0, 508.1, 427.2, 493.0, 414.6,  3.390,  4.294,  7.759,  8.184
HD 22781 b                    , 13.650,       ,    528.1,0.819,315.9, 10.4, 14.2, 531.6, 447.0, 167.6, 141.0,  0.425,  0.539,  0.974,  1.027
HD 22946 b                    ,  0.043,  0.122,      4.0,0.000, 90.0,  0.0,  0.0,1562.1,1313.6,1562.1,1313.6,  0.933,  1.182,  2.066,  2.179
HD 22946 c                    ,  0.031,  0.208,      9.6,0.000, 90.0,  0.0,  0.0,1172.2, 985.7,1172.2, 985.7,  0.933,  1.182,  2.066,  2.179
HD 22946 d                    ,  0.084,  0.233,     47.4,0.000, 90.0,  0.0,  0.0, 687.3, 578.0, 687.3, 578.0,  0.933,  1.182,  2.066,  2.179
HD 23079 b                    ,  2.610,       ,    730.6,0.100, 90.0,100.0,100.0, 295.3, 248.3, 267.1, 224.6,  0.849,  1.075,  1.886,  1.989
HD 23127 b                    ,  1.527,       ,   1211.2,0.406,181.8, 37.8, 48.3, 344.7, 289.8, 224.0, 188.4,  1.139,  1.443,  2.541,  2.680
HD 231701 b                   ,  1.130,       ,    141.6,0.130, 68.0,  0.0,  0.0, 618.1, 519.8, 542.4, 456.1,  1.264,  1.601,  2.802,  2.955
HD 233604 b                   ,  6.575,       ,    192.0,0.050,281.0,  0.0,  0.0,1076.7, 905.4,1024.2, 861.2,  5.929,  7.511, 13.710, 14.460
HD 233832 b                   ,  1.780,       ,   2058.0,0.359,283.9,  0.0,  0.0, 174.9, 147.1, 120.2, 101.0,  0.396,  0.502,  0.909,  0.959
HD 23472 b                    ,  0.026,  0.178,     17.7,0.072,114.0,  0.0,  0.0, 703.8, 591.8, 654.8, 550.6,  0.387,  0.490,  0.898,  0.947
HD 23472 c                    ,  0.011,  0.167,     29.8,0.063,  2.0,  0.0,  0.0, 588.5, 494.9, 552.5, 464.6,  0.387,  0.490,  0.898,  0.947
HD 23472 d                    ,  0.002,  0.067,      4.0,0.070, 19.0,  0.0,  0.0,1156.0, 972.0,1077.7, 906.2,  0.387,  0.490,  0.898,  0.947
HD 23472 e                    ,  0.002,  0.073,      7.9,0.070, 46.0,  0.0,  0.0, 919.0, 772.8, 856.8, 720.5,  0.387,  0.490,  0.898,  0.947
HD 23472 f                    ,  0.002,  0.101,     12.2,0.070,  4.0,  0.0,  0.0, 796.2, 669.5, 742.3, 624.2,  0.387,  0.490,  0.898,  0.947
HD 235088 b                   ,  0.013,  0.185,      7.4,0.000, 90.0,  0.0,  0.0, 980.5, 824.5, 980.5, 824.5,  0.485,  0.615,  1.108,  1.169
HD 238090 b                   ,  0.022,       ,     13.7,0.300,119.3,  0.0,  0.0, 667.5, 561.3, 489.8, 411.9,  0.215,  0.273,  0.518,  0.547
HD 238914 b                   ,  6.000,       ,   4100.0,0.560,318.0, 26.5, 57.3, 606.7, 510.2, 322.2, 270.9,  6.659,  8.435, 15.411, 16.255
HD 240210 b                   ,  5.210,       ,    501.8,0.150,277.6,  0.0,  0.0, 814.1, 684.6, 699.9, 588.6,  4.795,  6.073, 11.339, 11.960
HD 240237 b                   , 15.890,       ,    745.7,0.400, 90.0,  0.0,  0.0,1770.0,1488.4,1158.8, 974.4, 26.724, 33.850, 64.366, 67.891
HD 24040 b                    ,  3.860,       ,   3668.0,0.040, 90.0,  0.0,  0.0, 174.5, 146.8, 167.7, 141.0,  0.983,  1.245,  2.194,  2.314
HD 24040 c                    ,  0.201,       ,    515.4,0.110,342.8, 49.3,100.0, 362.7, 305.0, 324.7, 273.1,  1.041,  1.319,  2.325,  2.453
HD 24064 b                    , 12.890,       ,    535.6,0.350, 90.0,  0.0,  0.0,1604.6,1349.3,1113.4, 936.3, 15.942, 20.193, 38.158, 40.247
HD 25171 b                    ,  0.915,       ,   1802.3,0.042,159.5,  0.0,  0.0, 230.9, 194.1, 221.4, 186.1,  1.016,  1.287,  2.251,  2.374
HD 25463 b                    ,  0.027,  0.227,      7.0,0.000, 90.0,  0.0,  0.0,1577.3,1326.3,1577.3,1326.3,  1.249,  1.582,  2.755,  2.906
HD 25463 c                    ,  0.014,  0.122,      3.0,0.000, 90.0,  0.0,  0.0,2065.9,1737.2,2065.9,1737.2,  1.249,  1.582,  2.755,  2.906
HD 25723 b                    ,  2.500,       ,    457.0,0.040,113.0,  0.0,  0.0, 848.2, 713.3, 814.9, 685.3,  7.425,  9.405, 17.186, 18.127
HD 260655 b                   ,  0.007,  0.111,      2.8,0.039, 57.0,  0.0,  0.0, 861.2, 724.2, 828.3, 696.5,  0.155,  0.197,  0.376,  0.397
HD 260655 c                   ,  0.010,  0.137,      5.7,0.038,335.0,  0.0,  0.0, 676.5, 568.8, 651.2, 547.6,  0.155,  0.197,  0.376,  0.397
HD 2638 b                     ,  0.420,       ,      3.4,0.000, 90.0,  0.0,  0.0,1441.4,1212.1,1441.4,1212.1,  0.588,  0.745,  1.338,  1.411
HD 2685 b                     ,  1.170,  1.440,      4.1,0.091,184.4,  0.0,  0.0,2141.8,1801.0,1955.0,1643.9,  1.525,  1.932,  3.344,  3.527
HD 27442 b                    ,  1.560,       ,    428.1,0.060,216.0,  0.0, 35.7, 390.2, 328.1, 367.4, 309.0,  1.308,  1.656,  3.016,  3.182
HD 27631 b                    ,  1.494,       ,   2198.1,0.141,122.6,  0.0,  0.0, 189.4, 159.2, 164.3, 138.2,  0.685,  0.867,  1.531,  1.615
HD 27969 b                    ,  4.800,       ,    654.5,0.182,106.6, 95.9,100.0, 342.1, 287.7, 284.6, 239.3,  1.005,  1.273,  2.234,  2.357
HD 28109 b                    ,  0.058,  0.196,     22.9,0.331, 90.0,  0.0,  0.0,1400.1,1177.4, 993.0, 835.0,  1.193,  1.511,  2.643,  2.788
HD 28109 c                    ,  0.025,  0.377,     56.0,0.120, 90.0,  0.0,  0.0, 810.6, 681.7, 718.3, 604.0,  1.193,  1.511,  2.643,  2.788
HD 28109 d                    ,  0.018,  0.290,     84.3,0.086, 90.0,  0.0,  0.0, 688.6, 579.0, 631.5, 531.0,  1.193,  1.511,  2.643,  2.788
HD 285507 b                   ,  0.980,       ,      6.1,0.090, 90.0,  0.0,  0.0, 917.8, 771.8, 838.6, 705.2,  0.335,  0.425,  0.785,  0.828
HD 28678 b                    ,  1.542,       ,    380.2,0.149,128.0,  0.0,  0.0, 724.2, 609.0, 623.2, 524.1,  3.765,  4.768,  8.639,  9.112
HD 29021 b                    ,  2.400,       ,   1362.3,0.459,179.5,  8.3, 10.9, 264.6, 222.5, 161.1, 135.5,  0.599,  0.758,  1.345,  1.419
HD 290327 b                   ,  2.430,       ,   2443.0,0.080, 90.0,  0.0,  0.0, 173.2, 145.6, 159.8, 134.4,  0.658,  0.833,  1.481,  1.562
HD 29399 b                    ,  1.570,       ,    892.7,0.050,346.9,  0.0,  0.0, 437.4, 367.8, 416.0, 349.8,  2.500,  3.166,  5.766,  6.082
HD 2952 b                     ,  0.896,       ,    312.1,0.269,204.4,  0.0,  0.0,1014.1, 852.8, 769.7, 647.2,  6.036,  7.646, 13.920, 14.682
HD 30562 b                    ,  1.220,       ,   1157.0,0.760, 90.0, 20.2, 28.0, 571.0, 480.2, 210.9, 177.3,  1.245,  1.577,  2.773,  2.925
HD 30669 b                    ,  0.470,       ,   1684.0,0.180, 82.0,  0.0,  0.0, 198.9, 167.2, 165.8, 139.4,  0.610,  0.773,  1.378,  1.453
HD 30856 b                    ,  1.547,       ,    847.0,0.061,171.0,  0.0,  0.0, 446.7, 375.6, 420.2, 353.4,  2.486,  3.149,  5.724,  6.037
HD 31253 b                    ,  0.620,       ,    466.0,0.300, 90.0,  0.0, 41.7, 495.1, 416.3, 363.3, 305.5,  1.447,  1.833,  3.206,  3.382
HD 31527 b                    ,  0.033,       ,     16.6,0.100, 41.1,  0.0,  0.0,1031.9, 867.8, 933.4, 784.9,  0.816,  1.034,  1.817,  1.917
